emp_no,dept_no,dept_name,title,to_date,birth_date
493372,d003,Human Resources,Senior Staff,9999-01-01,1952-08-31
493375,d005,Development,Engineer,9999-01-01,1953-07-10
493378,d009,Customer Service,Senior Staff,9999-01-01,1955-06-17
493379,d004,Production,Technique Leader,9999-01-01,1955-06-06
493382,d007,Sales,Senior Staff,9999-01-01,1954-02-15
493387,d009,Customer Service,Engineer,9999-01-01,1954-01-24
493395,d007,Sales,Senior Staff,9999-01-01,1955-12-24
493400,d003,Human Resources,Senior Staff,9999-01-01,1955-06-13
493407,d005,Development,Engineer,9999-01-01,1953-07-05
493421,d008,Research,Senior Staff,9999-01-01,1954-04-09
493426,d001,Marketing,Staff,9999-01-01,1952-10-15
493430,d005,Development,Engineer,9999-01-01,1954-10-07
493447,d007,Sales,Staff,9999-01-01,1953-10-28
493448,d005,Development,Assistant Engineer,9999-01-01,1955-12-17
493451,d004,Production,Assistant Engineer,9999-01-01,1953-12-14
493453,d005,Development,Assistant Engineer,9999-01-01,1952-03-19
493463,d004,Production,Senior Engineer,9999-01-01,1955-11-19
493464,d007,Sales,Senior Staff,9999-01-01,1952-06-14
493479,d004,Production,Engineer,9999-01-01,1954-07-05
493488,d007,Sales,Staff,9999-01-01,1954-11-15
493495,d007,Sales,Senior Staff,9999-01-01,1952-07-12
493503,d006,Quality Management,Engineer,9999-01-01,1953-07-12
493504,d004,Production,Engineer,9999-01-01,1955-11-14
493505,d004,Production,Engineer,9999-01-01,1952-05-15
493507,d001,Marketing,Senior Staff,9999-01-01,1954-05-26
493509,d005,Development,Engineer,9999-01-01,1955-01-12
493511,d005,Development,Senior Staff,9999-01-01,1955-04-22
493515,d005,Development,Engineer,9999-01-01,1952-05-26
493518,d002,Finance,Staff,9999-01-01,1953-05-27
493519,d004,Production,Assistant Engineer,9999-01-01,1955-03-15
493521,d006,Quality Management,Senior Engineer,9999-01-01,1953-06-26
493524,d008,Research,Senior Staff,9999-01-01,1953-05-20
493526,d003,Human Resources,Senior Staff,9999-01-01,1953-03-28
493547,d008,Research,Senior Staff,9999-01-01,1953-08-01
493550,d005,Development,Assistant Engineer,9999-01-01,1955-09-20
493556,d005,Development,Engineer,9999-01-01,1952-10-15
493557,d007,Sales,Senior Staff,9999-01-01,1954-05-02
493558,d004,Production,Engineer,9999-01-01,1953-03-26
493560,d004,Production,Senior Engineer,9999-01-01,1954-08-18
493565,d004,Production,Senior Engineer,9999-01-01,1952-10-13
493566,d006,Quality Management,Engineer,9999-01-01,1955-12-23
493569,d007,Sales,Senior Staff,9999-01-01,1952-09-14
493572,d003,Human Resources,Staff,9999-01-01,1953-03-23
493576,d007,Sales,Senior Staff,9999-01-01,1952-03-04
493581,d005,Development,Engineer,9999-01-01,1952-02-15
493583,d004,Production,Engineer,9999-01-01,1953-05-10
493590,d002,Finance,Senior Staff,9999-01-01,1953-02-27
493592,d004,Production,Assistant Engineer,9999-01-01,1955-02-21
493594,d005,Development,Senior Staff,9999-01-01,1952-09-13
493595,d005,Development,Engineer,9999-01-01,1954-07-15
493596,d004,Production,Assistant Engineer,9999-01-01,1954-04-27
493599,d007,Sales,Staff,9999-01-01,1955-03-01
493603,d005,Development,Engineer,9999-01-01,1952-11-03
493607,d006,Quality Management,Engineer,9999-01-01,1953-03-09
493609,d006,Quality Management,Engineer,9999-01-01,1955-09-13
493610,d005,Development,Engineer,9999-01-01,1955-04-09
493617,d003,Human Resources,Senior Staff,9999-01-01,1954-08-08
493618,d009,Customer Service,Senior Staff,9999-01-01,1955-01-22
493628,d007,Sales,Senior Staff,9999-01-01,1952-10-07
493632,d005,Development,Engineer,9999-01-01,1952-05-09
493638,d003,Human Resources,Senior Staff,9999-01-01,1952-12-14
493642,d007,Sales,Senior Staff,9999-01-01,1955-10-12
493647,d003,Human Resources,Senior Staff,9999-01-01,1953-12-20
493651,d003,Human Resources,Staff,9999-01-01,1955-11-27
493655,d004,Production,Senior Engineer,9999-01-01,1955-10-29
493656,d005,Development,Engineer,9999-01-01,1952-06-14
493662,d006,Quality Management,Engineer,9999-01-01,1955-08-31
493665,d009,Customer Service,Staff,9999-01-01,1954-03-19
493671,d009,Customer Service,Senior Staff,9999-01-01,1953-04-22
493673,d001,Marketing,Senior Staff,9999-01-01,1952-12-28
493678,d005,Development,Engineer,9999-01-01,1954-02-06
493681,d004,Production,Engineer,9999-01-01,1955-08-26
493683,d008,Research,Senior Staff,9999-01-01,1954-08-28
493695,d004,Production,Assistant Engineer,9999-01-01,1955-10-06
493698,d003,Human Resources,Staff,9999-01-01,1952-03-30
493700,d002,Finance,Senior Staff,9999-01-01,1954-05-10
493706,d005,Development,Senior Engineer,9999-01-01,1952-02-23
493714,d005,Development,Engineer,9999-01-01,1952-09-06
493715,d004,Production,Assistant Engineer,9999-01-01,1953-02-21
493720,d001,Marketing,Senior Staff,9999-01-01,1954-06-04
493721,d005,Development,Engineer,9999-01-01,1953-11-24
493725,d007,Sales,Senior Staff,9999-01-01,1955-07-27
493736,d004,Production,Engineer,9999-01-01,1952-02-09
493738,d003,Human Resources,Senior Staff,9999-01-01,1954-03-03
493743,d005,Development,Engineer,9999-01-01,1952-10-23
493748,d004,Production,Engineer,9999-01-01,1955-05-25
493752,d001,Marketing,Staff,9999-01-01,1953-06-25
493753,d005,Development,Engineer,9999-01-01,1954-10-27
493754,d008,Research,Senior Staff,9999-01-01,1952-06-26
493758,d005,Development,Engineer,9999-01-01,1952-06-06
493761,d007,Sales,Senior Staff,9999-01-01,1952-02-27
493763,d002,Finance,Senior Staff,9999-01-01,1953-07-02
493764,d004,Production,Technique Leader,9999-01-01,1952-09-17
493780,d009,Customer Service,Engineer,9999-01-01,1955-01-27
493788,d008,Research,Senior Staff,9999-01-01,1954-05-01
493789,d004,Production,Senior Engineer,9999-01-01,1952-12-27
493800,d007,Sales,Senior Staff,9999-01-01,1953-07-09
493801,d004,Production,Engineer,9999-01-01,1955-07-17
493804,d002,Finance,Staff,9999-01-01,1955-07-29
493805,d005,Development,Senior Engineer,9999-01-01,1955-12-26
493808,d005,Development,Senior Engineer,9999-01-01,1954-12-20
493811,d005,Development,Senior Engineer,9999-01-01,1955-11-10
493812,d007,Sales,Senior Staff,9999-01-01,1953-11-24
493816,d008,Research,Senior Staff,9999-01-01,1954-01-31
493820,d004,Production,Engineer,9999-01-01,1955-10-29
493822,d005,Development,Engineer,9999-01-01,1955-09-08
493831,d005,Development,Senior Engineer,9999-01-01,1955-02-10
493832,d008,Research,Senior Staff,9999-01-01,1952-06-18
493835,d004,Production,Engineer,9999-01-01,1955-01-12
493836,d004,Production,Engineer,9999-01-01,1955-07-13
493845,d004,Production,Senior Engineer,9999-01-01,1954-01-25
493847,d008,Research,Staff,9999-01-01,1955-03-25
493850,d003,Human Resources,Senior Staff,9999-01-01,1954-05-14
493854,d005,Development,Engineer,9999-01-01,1953-01-23
493855,d004,Production,Senior Engineer,9999-01-01,1955-04-18
493862,d007,Sales,Staff,9999-01-01,1955-10-19
493869,d004,Production,Senior Engineer,9999-01-01,1954-09-27
493871,d004,Production,Engineer,9999-01-01,1955-07-01
493872,d003,Human Resources,Senior Staff,9999-01-01,1954-06-30
493874,d008,Research,Engineer,9999-01-01,1954-09-06
493884,d007,Sales,Staff,9999-01-01,1955-01-09
493889,d001,Marketing,Senior Staff,9999-01-01,1952-03-12
493890,d005,Development,Engineer,9999-01-01,1955-11-17
493894,d004,Production,Engineer,9999-01-01,1954-05-22
493897,d002,Finance,Staff,9999-01-01,1952-06-09
493901,d009,Customer Service,Senior Staff,9999-01-01,1952-03-18
493902,d004,Production,Engineer,9999-01-01,1952-03-27
493903,d007,Sales,Senior Staff,9999-01-01,1952-11-15
493905,d004,Production,Engineer,9999-01-01,1954-06-08
493909,d009,Customer Service,Senior Staff,9999-01-01,1952-05-13
493910,d005,Development,Engineer,9999-01-01,1952-04-25
493912,d004,Production,Senior Engineer,9999-01-01,1953-04-23
493916,d005,Development,Engineer,9999-01-01,1952-06-12
493917,d008,Research,Assistant Engineer,9999-01-01,1953-04-28
493921,d005,Development,Engineer,9999-01-01,1953-02-14
493924,d009,Customer Service,Staff,9999-01-01,1952-06-11
493926,d008,Research,Senior Staff,9999-01-01,1954-10-17
493929,d004,Production,Engineer,9999-01-01,1952-07-27
493931,d005,Development,Engineer,9999-01-01,1955-03-07
493940,d005,Development,Engineer,9999-01-01,1954-12-12
493941,d003,Human Resources,Senior Staff,9999-01-01,1954-05-06
493944,d004,Production,Assistant Engineer,9999-01-01,1954-04-11
493949,d007,Sales,Staff,9999-01-01,1955-09-01
493950,d005,Development,Engineer,9999-01-01,1953-12-25
493963,d007,Sales,Senior Staff,9999-01-01,1954-03-10
493965,d008,Research,Senior Engineer,9999-01-01,1953-09-21
493971,d002,Finance,Senior Staff,9999-01-01,1953-07-29
493975,d005,Development,Engineer,9999-01-01,1953-09-16
493980,d004,Production,Engineer,9999-01-01,1953-04-01
493981,d009,Customer Service,Senior Staff,9999-01-01,1952-03-22
493990,d007,Sales,Senior Staff,9999-01-01,1952-12-29
493992,d005,Development,Senior Engineer,9999-01-01,1955-02-11
493993,d005,Development,Engineer,9999-01-01,1954-12-06
493997,d009,Customer Service,Staff,9999-01-01,1953-09-08
493999,d003,Human Resources,Staff,9999-01-01,1954-12-19
494002,d005,Development,Senior Engineer,9999-01-01,1954-12-31
494007,d009,Customer Service,Senior Staff,9999-01-01,1952-09-19
494008,d001,Marketing,Senior Staff,9999-01-01,1953-03-23
494020,d004,Production,Engineer,9999-01-01,1952-06-17
494022,d004,Production,Engineer,9999-01-01,1953-01-31
494037,d007,Sales,Senior Staff,9999-01-01,1954-10-19
494040,d005,Development,Senior Engineer,9999-01-01,1955-11-26
494050,d004,Production,Engineer,9999-01-01,1954-03-11
494051,d006,Quality Management,Technique Leader,9999-01-01,1952-04-27
494061,d004,Production,Technique Leader,9999-01-01,1953-06-04
494063,d004,Production,Engineer,9999-01-01,1955-06-22
494068,d002,Finance,Senior Staff,9999-01-01,1955-03-31
494070,d008,Research,Staff,9999-01-01,1955-09-25
494076,d004,Production,Engineer,9999-01-01,1955-03-18
494078,d004,Production,Engineer,9999-01-01,1955-12-09
494080,d008,Research,Engineer,9999-01-01,1952-06-06
494099,d007,Sales,Senior Staff,9999-01-01,1954-08-09
494100,d006,Quality Management,Engineer,9999-01-01,1955-11-19
494105,d007,Sales,Senior Staff,9999-01-01,1953-07-22
494114,d004,Production,Engineer,9999-01-01,1953-06-16
494125,d001,Marketing,Senior Staff,9999-01-01,1954-11-27
494128,d007,Sales,Senior Staff,9999-01-01,1954-02-20
494136,d001,Marketing,Senior Staff,9999-01-01,1955-12-16
494147,d003,Human Resources,Senior Staff,9999-01-01,1955-08-21
494149,d005,Development,Engineer,9999-01-01,1953-03-08
494155,d001,Marketing,Senior Staff,9999-01-01,1955-09-04
494156,d005,Development,Engineer,9999-01-01,1955-05-11
494162,d004,Production,Engineer,9999-01-01,1952-03-12
494163,d004,Production,Engineer,9999-01-01,1954-02-04
494166,d005,Development,Assistant Engineer,9999-01-01,1953-07-29
494167,d009,Customer Service,Senior Staff,9999-01-01,1955-09-01
494170,d004,Production,Engineer,9999-01-01,1954-12-22
494172,d008,Research,Staff,9999-01-01,1954-08-03
494179,d004,Production,Senior Engineer,9999-01-01,1954-01-18
494185,d005,Development,Engineer,9999-01-01,1955-07-14
494189,d004,Production,Engineer,9999-01-01,1952-10-17
494199,d001,Marketing,Senior Staff,9999-01-01,1954-02-05
494204,d002,Finance,Senior Staff,9999-01-01,1954-09-06
494207,d004,Production,Engineer,9999-01-01,1954-08-01
494219,d005,Development,Assistant Engineer,9999-01-01,1953-05-23
494220,d005,Development,Senior Engineer,9999-01-01,1955-10-20
494222,d005,Development,Senior Engineer,9999-01-01,1952-03-02
494234,d004,Production,Engineer,9999-01-01,1953-08-23
494239,d007,Sales,Senior Staff,9999-01-01,1953-06-24
494257,d004,Production,Senior Engineer,9999-01-01,1955-04-15
494266,d004,Production,Technique Leader,9999-01-01,1954-02-14
494270,d002,Finance,Senior Staff,9999-01-01,1953-03-17
494271,d005,Development,Engineer,9999-01-01,1955-05-22
494272,d006,Quality Management,Engineer,9999-01-01,1954-09-20
494273,d007,Sales,Staff,9999-01-01,1954-02-23
494278,d004,Production,Engineer,9999-01-01,1953-05-07
494287,d001,Marketing,Senior Staff,9999-01-01,1955-07-08
494290,d002,Finance,Senior Staff,9999-01-01,1952-03-04
494293,d006,Quality Management,Engineer,9999-01-01,1952-11-28
494297,d004,Production,Engineer,9999-01-01,1952-03-10
494300,d009,Customer Service,Staff,9999-01-01,1952-02-06
494301,d006,Quality Management,Assistant Engineer,9999-01-01,1954-07-25
494305,d004,Production,Assistant Engineer,9999-01-01,1955-04-28
494308,d001,Marketing,Senior Staff,9999-01-01,1954-05-11
494314,d009,Customer Service,Senior Staff,9999-01-01,1953-01-25
494316,d007,Sales,Senior Staff,9999-01-01,1955-07-07
494319,d009,Customer Service,Senior Staff,9999-01-01,1952-02-09
494321,d007,Sales,Senior Staff,9999-01-01,1954-07-03
494324,d005,Development,Engineer,9999-01-01,1954-09-21
494325,d007,Sales,Senior Staff,9999-01-01,1954-09-12
494327,d005,Development,Assistant Engineer,9999-01-01,1954-09-28
494337,d004,Production,Engineer,9999-01-01,1954-03-21
494339,d006,Quality Management,Engineer,9999-01-01,1954-07-07
494346,d007,Sales,Staff,9999-01-01,1952-08-11
494348,d005,Development,Senior Engineer,9999-01-01,1952-08-22
494352,d007,Sales,Staff,9999-01-01,1952-12-06
494355,d004,Production,Assistant Engineer,9999-01-01,1955-05-14
494357,d006,Quality Management,Senior Engineer,9999-01-01,1955-12-09
494366,d004,Production,Senior Engineer,9999-01-01,1952-06-24
494375,d005,Development,Engineer,9999-01-01,1955-10-03
494380,d007,Sales,Senior Staff,9999-01-01,1955-08-12
494381,d001,Marketing,Senior Staff,9999-01-01,1952-08-06
494392,d001,Marketing,Senior Staff,9999-01-01,1955-01-30
494398,d009,Customer Service,Senior Staff,9999-01-01,1953-09-25
494400,d007,Sales,Staff,9999-01-01,1952-06-02
494404,d008,Research,Senior Staff,9999-01-01,1952-03-25
494406,d009,Customer Service,Senior Staff,9999-01-01,1953-07-17
494409,d004,Production,Technique Leader,9999-01-01,1955-04-08
494417,d009,Customer Service,Senior Staff,9999-01-01,1952-07-07
494420,d005,Development,Engineer,9999-01-01,1952-04-04
494422,d001,Marketing,Senior Staff,9999-01-01,1955-08-24
494423,d007,Sales,Senior Staff,9999-01-01,1952-10-20
494425,d007,Sales,Senior Staff,9999-01-01,1952-09-14
494428,d001,Marketing,Senior Staff,9999-01-01,1953-08-01
494429,d004,Production,Engineer,9999-01-01,1953-12-13
494433,d004,Production,Engineer,9999-01-01,1955-05-19
494443,d006,Quality Management,Assistant Engineer,9999-01-01,1954-06-28
494452,d007,Sales,Staff,9999-01-01,1953-01-06
494456,d004,Production,Engineer,9999-01-01,1955-02-04
494458,d009,Customer Service,Staff,9999-01-01,1954-08-22
494460,d007,Sales,Staff,9999-01-01,1952-05-30
494473,d005,Development,Assistant Engineer,9999-01-01,1953-03-12
494474,d002,Finance,Senior Staff,9999-01-01,1954-07-26
494479,d005,Development,Engineer,9999-01-01,1952-09-22
494482,d008,Research,Senior Staff,9999-01-01,1952-08-21
494483,d008,Research,Assistant Engineer,9999-01-01,1955-12-01
494484,d009,Customer Service,Senior Staff,9999-01-01,1955-05-04
494495,d003,Human Resources,Staff,9999-01-01,1954-07-17
494499,d004,Production,Engineer,9999-01-01,1953-10-15
494506,d003,Human Resources,Senior Staff,9999-01-01,1952-03-11
494511,d004,Production,Engineer,9999-01-01,1954-06-22
494520,d009,Customer Service,Senior Staff,9999-01-01,1953-02-15
494522,d001,Marketing,Senior Staff,9999-01-01,1954-05-27
494524,d005,Development,Engineer,9999-01-01,1954-04-05
494539,d004,Production,Engineer,9999-01-01,1955-05-25
494547,d001,Marketing,Senior Staff,9999-01-01,1952-04-11
494548,d009,Customer Service,Engineer,9999-01-01,1954-10-28
494549,d007,Sales,Senior Staff,9999-01-01,1954-03-10
494554,d003,Human Resources,Senior Staff,9999-01-01,1954-07-16
494555,d008,Research,Staff,9999-01-01,1953-09-27
494558,d003,Human Resources,Staff,9999-01-01,1952-11-24
494563,d002,Finance,Senior Staff,9999-01-01,1954-11-03
494567,d003,Human Resources,Staff,9999-01-01,1954-06-01
494569,d005,Development,Senior Staff,9999-01-01,1954-06-29
494572,d004,Production,Engineer,9999-01-01,1954-04-02
494574,d005,Development,Senior Engineer,9999-01-01,1952-05-03
494583,d005,Development,Engineer,9999-01-01,1954-11-03
494584,d004,Production,Engineer,9999-01-01,1954-08-02
494585,d005,Development,Engineer,9999-01-01,1954-06-30
494586,d005,Development,Senior Engineer,9999-01-01,1954-12-02
494587,d009,Customer Service,Engineer,9999-01-01,1952-04-01
494589,d005,Development,Engineer,9999-01-01,1952-10-02
494591,d009,Customer Service,Senior Staff,9999-01-01,1952-11-20
494608,d002,Finance,Staff,9999-01-01,1952-10-07
494610,d005,Development,Senior Engineer,9999-01-01,1952-05-21
494627,d006,Quality Management,Engineer,9999-01-01,1953-05-15
494634,d006,Quality Management,Engineer,9999-01-01,1954-02-19
494636,d004,Production,Engineer,9999-01-01,1955-03-06
494642,d004,Production,Assistant Engineer,9999-01-01,1953-10-11
494644,d005,Development,Engineer,9999-01-01,1952-07-20
494648,d003,Human Resources,Senior Staff,9999-01-01,1953-05-31
494665,d007,Sales,Senior Staff,9999-01-01,1952-05-14
494682,d008,Research,Senior Staff,9999-01-01,1954-04-03
494683,d007,Sales,Senior Staff,9999-01-01,1952-02-29
494692,d003,Human Resources,Senior Staff,9999-01-01,1954-03-25
494695,d001,Marketing,Senior Staff,9999-01-01,1955-04-07
494697,d009,Customer Service,Engineer,9999-01-01,1953-03-13
494708,d001,Marketing,Senior Staff,9999-01-01,1953-03-12
494710,d008,Research,Senior Staff,9999-01-01,1953-05-09
494714,d002,Finance,Senior Staff,9999-01-01,1954-11-22
494722,d007,Sales,Senior Staff,9999-01-01,1955-06-22
494726,d008,Research,Senior Staff,9999-01-01,1955-10-03
494736,d005,Development,Engineer,9999-01-01,1955-04-22
494741,d006,Quality Management,Engineer,9999-01-01,1953-10-26
494743,d004,Production,Technique Leader,9999-01-01,1953-03-31
494750,d004,Production,Staff,9999-01-01,1954-03-31
494759,d002,Finance,Senior Staff,9999-01-01,1954-08-22
494763,d006,Quality Management,Engineer,9999-01-01,1953-01-05
494767,d007,Sales,Senior Staff,9999-01-01,1955-06-18
494768,d003,Human Resources,Staff,9999-01-01,1953-04-25
494769,d009,Customer Service,Senior Staff,9999-01-01,1955-09-18
494775,d005,Development,Senior Engineer,9999-01-01,1955-10-28
494776,d006,Quality Management,Engineer,9999-01-01,1953-07-02
494778,d009,Customer Service,Engineer,9999-01-01,1953-09-10
494783,d006,Quality Management,Senior Engineer,9999-01-01,1954-12-10
494785,d005,Development,Assistant Engineer,9999-01-01,1954-01-29
494788,d006,Quality Management,Engineer,9999-01-01,1953-06-22
494792,d004,Production,Engineer,9999-01-01,1955-06-13
494793,d004,Production,Engineer,9999-01-01,1952-07-23
494794,d004,Production,Engineer,9999-01-01,1952-05-14
494798,d005,Development,Engineer,9999-01-01,1954-01-30
494802,d004,Production,Senior Engineer,9999-01-01,1955-04-09
494804,d001,Marketing,Senior Staff,9999-01-01,1955-11-21
494807,d003,Human Resources,Senior Staff,9999-01-01,1955-11-02
494813,d004,Production,Engineer,9999-01-01,1955-12-11
494815,d009,Customer Service,Senior Staff,9999-01-01,1955-10-22
494816,d003,Human Resources,Senior Staff,9999-01-01,1953-11-02
494820,d007,Sales,Senior Staff,9999-01-01,1955-02-05
494822,d008,Research,Senior Staff,9999-01-01,1955-04-21
494831,d005,Development,Senior Engineer,9999-01-01,1953-08-27
494832,d009,Customer Service,Engineer,9999-01-01,1952-05-24
494833,d004,Production,Engineer,9999-01-01,1952-06-10
494834,d007,Sales,Staff,9999-01-01,1954-02-13
494835,d007,Sales,Senior Staff,9999-01-01,1955-04-10
494849,d007,Sales,Senior Staff,9999-01-01,1954-05-16
494853,d002,Finance,Senior Staff,9999-01-01,1952-10-05
494854,d001,Marketing,Senior Staff,9999-01-01,1954-11-30
494858,d009,Customer Service,Senior Staff,9999-01-01,1954-10-21
494862,d004,Production,Assistant Engineer,9999-01-01,1955-10-16
494872,d007,Sales,Staff,9999-01-01,1953-06-08
494881,d005,Development,Assistant Engineer,9999-01-01,1953-02-11
494884,d001,Marketing,Staff,9999-01-01,1954-03-30
494885,d007,Sales,Senior Staff,9999-01-01,1953-05-22
494891,d005,Development,Engineer,9999-01-01,1953-10-25
494893,d005,Development,Technique Leader,9999-01-01,1954-06-17
494897,d005,Development,Engineer,9999-01-01,1955-05-31
494898,d009,Customer Service,Senior Staff,9999-01-01,1953-08-21
494899,d004,Production,Engineer,9999-01-01,1952-12-31
494906,d002,Finance,Senior Staff,9999-01-01,1954-12-25
494909,d007,Sales,Senior Staff,9999-01-01,1952-05-30
494913,d006,Quality Management,Senior Engineer,9999-01-01,1955-12-05
494919,d005,Development,Senior Engineer,9999-01-01,1952-03-29
494923,d005,Development,Assistant Engineer,9999-01-01,1955-09-04
494927,d005,Development,Senior Engineer,9999-01-01,1954-02-02
494931,d005,Development,Engineer,9999-01-01,1954-12-09
494947,d009,Customer Service,Senior Staff,9999-01-01,1952-09-03
494951,d007,Sales,Staff,9999-01-01,1954-12-18
494953,d008,Research,Senior Staff,9999-01-01,1953-11-01
494954,d004,Production,Engineer,9999-01-01,1955-07-02
494961,d005,Development,Engineer,9999-01-01,1955-11-04
494963,d001,Marketing,Senior Staff,9999-01-01,1953-04-14
494967,d003,Human Resources,Senior Staff,9999-01-01,1952-03-02
494969,d005,Development,Assistant Engineer,9999-01-01,1952-02-29
494971,d005,Development,Engineer,9999-01-01,1952-07-07
494973,d007,Sales,Senior Staff,9999-01-01,1953-10-13
494974,d004,Production,Engineer,9999-01-01,1955-01-06
494976,d006,Quality Management,Engineer,9999-01-01,1954-02-17
494998,d005,Development,Engineer,9999-01-01,1953-01-22
495004,d004,Production,Technique Leader,9999-01-01,1953-07-05
495006,d005,Development,Engineer,9999-01-01,1955-03-07
495007,d005,Development,Technique Leader,9999-01-01,1954-03-08
495008,d004,Production,Technique Leader,9999-01-01,1953-08-26
495014,d005,Development,Assistant Engineer,9999-01-01,1952-05-18
495015,d005,Development,Engineer,9999-01-01,1952-03-28
495020,d005,Development,Engineer,9999-01-01,1953-01-06
495026,d002,Finance,Senior Staff,9999-01-01,1955-01-11
495033,d007,Sales,Senior Staff,9999-01-01,1953-12-07
495037,d007,Sales,Staff,9999-01-01,1953-02-10
495038,d007,Sales,Senior Staff,9999-01-01,1952-06-30
495047,d003,Human Resources,Senior Staff,9999-01-01,1952-03-18
495052,d005,Development,Engineer,9999-01-01,1952-05-03
495054,d005,Development,Engineer,9999-01-01,1952-09-25
495058,d003,Human Resources,Staff,9999-01-01,1952-11-09
495059,d005,Development,Engineer,9999-01-01,1952-06-07
495060,d004,Production,Senior Engineer,9999-01-01,1955-06-06
495061,d007,Sales,Senior Staff,9999-01-01,1955-02-07
495062,d007,Sales,Senior Staff,9999-01-01,1952-09-11
495065,d007,Sales,Senior Staff,9999-01-01,1952-12-11
495066,d005,Development,Engineer,9999-01-01,1952-02-02
495067,d003,Human Resources,Senior Staff,9999-01-01,1952-06-14
495069,d003,Human Resources,Staff,9999-01-01,1953-02-10
495071,d004,Production,Technique Leader,9999-01-01,1955-01-03
495073,d009,Customer Service,Senior Staff,9999-01-01,1954-05-19
495079,d006,Quality Management,Engineer,9999-01-01,1955-02-02
495082,d009,Customer Service,Staff,9999-01-01,1955-11-09
495087,d003,Human Resources,Senior Staff,9999-01-01,1952-12-16
495088,d004,Production,Technique Leader,9999-01-01,1953-03-08
495094,d004,Production,Engineer,9999-01-01,1955-09-12
495097,d008,Research,Senior Staff,9999-01-01,1953-07-08
495107,d007,Sales,Staff,9999-01-01,1953-12-01
495111,d005,Development,Engineer,9999-01-01,1953-09-22
495112,d005,Development,Engineer,9999-01-01,1955-12-12
495117,d005,Development,Senior Engineer,9999-01-01,1954-09-02
495120,d005,Development,Engineer,9999-01-01,1952-03-20
495127,d003,Human Resources,Senior Staff,9999-01-01,1954-11-15
495131,d001,Marketing,Staff,9999-01-01,1955-03-20
495132,d008,Research,Staff,9999-01-01,1952-03-20
495135,d004,Production,Assistant Engineer,9999-01-01,1952-07-03
495136,d007,Sales,Senior Staff,9999-01-01,1954-03-13
495140,d007,Sales,Staff,9999-01-01,1953-06-20
495144,d007,Sales,Staff,9999-01-01,1954-07-22
495148,d002,Finance,Senior Staff,9999-01-01,1952-08-17
495152,d005,Development,Engineer,9999-01-01,1955-06-20
495164,d005,Development,Engineer,9999-01-01,1954-08-05
495173,d004,Production,Engineer,9999-01-01,1954-06-05
495174,d001,Marketing,Senior Staff,9999-01-01,1955-12-11
495175,d004,Production,Senior Engineer,9999-01-01,1952-12-04
495181,d005,Development,Engineer,9999-01-01,1953-11-19
495183,d005,Development,Engineer,9999-01-01,1953-04-28
495191,d001,Marketing,Senior Staff,9999-01-01,1952-08-07
495192,d009,Customer Service,Senior Staff,9999-01-01,1954-08-06
495205,d003,Human Resources,Senior Staff,9999-01-01,1952-03-23
495206,d005,Development,Engineer,9999-01-01,1953-02-08
495216,d005,Development,Senior Engineer,9999-01-01,1954-07-30
495219,d003,Human Resources,Senior Staff,9999-01-01,1955-05-09
495225,d006,Quality Management,Engineer,9999-01-01,1955-03-25
495226,d008,Research,Senior Staff,9999-01-01,1953-11-16
495231,d004,Production,Engineer,9999-01-01,1954-01-13
495233,d004,Production,Engineer,9999-01-01,1953-12-19
495235,d001,Marketing,Senior Staff,9999-01-01,1954-09-24
495236,d006,Quality Management,Engineer,9999-01-01,1954-10-03
495237,d005,Development,Technique Leader,9999-01-01,1954-06-29
495238,d002,Finance,Staff,9999-01-01,1952-12-09
495242,d005,Development,Engineer,9999-01-01,1955-02-02
495245,d004,Production,Engineer,9999-01-01,1955-10-28
495248,d007,Sales,Staff,9999-01-01,1952-12-07
495249,d005,Development,Senior Engineer,9999-01-01,1953-04-06
495254,d007,Sales,Staff,9999-01-01,1953-04-15
495268,d005,Development,Assistant Engineer,9999-01-01,1952-06-27
495277,d005,Development,Assistant Engineer,9999-01-01,1955-09-04
495279,d003,Human Resources,Senior Staff,9999-01-01,1954-04-04
495281,d001,Marketing,Staff,9999-01-01,1955-02-13
495282,d008,Research,Engineer,9999-01-01,1954-02-18
495283,d004,Production,Senior Engineer,9999-01-01,1954-12-09
495287,d007,Sales,Senior Staff,9999-01-01,1954-01-21
495289,d008,Research,Senior Staff,9999-01-01,1952-11-26
495294,d005,Development,Engineer,9999-01-01,1952-03-15
495296,d008,Research,Senior Staff,9999-01-01,1955-11-30
495301,d009,Customer Service,Senior Staff,9999-01-01,1953-08-25
495309,d005,Development,Engineer,9999-01-01,1954-03-04
495316,d004,Production,Senior Engineer,9999-01-01,1953-12-16
495317,d005,Development,Senior Engineer,9999-01-01,1954-07-19
495318,d009,Customer Service,Senior Staff,9999-01-01,1955-11-29
495319,d005,Development,Engineer,9999-01-01,1955-11-26
495320,d007,Sales,Staff,9999-01-01,1953-01-24
495323,d005,Development,Senior Engineer,9999-01-01,1952-08-06
495324,d003,Human Resources,Staff,9999-01-01,1953-11-28
495326,d008,Research,Senior Staff,9999-01-01,1953-04-14
495329,d003,Human Resources,Senior Staff,9999-01-01,1954-05-28
495331,d004,Production,Engineer,9999-01-01,1953-03-09
495342,d004,Production,Engineer,9999-01-01,1955-08-05
495343,d005,Development,Senior Engineer,9999-01-01,1954-05-19
495351,d005,Development,Engineer,9999-01-01,1955-08-22
